,epochs,k_max,k_min,nModels,seed,train,valid,valid_avg
346,74,4,2,9,9206,0.17073592422362105,0.4981842985444163,0.4272217112319815
347,76,4,2,9,9206,0.16809887175698354,0.5005280226479683,0.4264148282214852
348,78,4,2,9,9206,0.1652915399018894,0.4961220063660321,0.426371415619131
349,80,4,2,9,9206,0.16254169019375894,0.5000153119257734,0.42660713269266815
350,82,4,2,9,9206,0.15828073661073844,0.5076854744006508,0.4283056053678922
351,84,4,2,9,9206,0.15453086664608304,0.5074624053641807,0.4270535279893218
352,86,4,2,9,9206,0.1544844367742785,0.5067067272408222,0.4268400802167112
353,88,4,2,9,9206,0.15179289730909268,0.5034043734665626,0.4266046515225795
354,90,4,2,9,9206,0.15039829191300133,0.5056858035309808,0.4280675377041859
355,92,4,2,9,9206,0.1464282822749063,0.5139583545312344,0.42885800390519746
356,94,4,2,9,9206,0.14440525968154838,0.5127395445703776,0.4282807069107491
357,96,4,2,9,9206,0.14171859133200984,0.5130989968034511,0.42690763523259767
358,98,4,2,9,9206,0.1394226918094893,0.5184394540530084,0.42860995299386545
359,100,4,2,9,9206,0.1372027056480432,0.5171335021622685,0.4281406507098552
360,22,4,2,10,9207,0.28233017611081207,0.4784389153204841,0.4332108345283358
361,24,4,2,10,9207,0.2766823215597594,0.4818655861527771,0.4319972685061312
362,26,4,2,10,9207,0.27027059113469903,0.4823432517456386,0.43153587222153944
363,28,4,2,10,9207,0.26523249821584804,0.48191312821795895,0.4303862009896266
364,30,4,2,10,9207,0.26099238871839747,0.4812101694931596,0.42984934177769246
365,32,4,2,10,9207,0.2555556411459456,0.48096517272805384,0.4290757443277591
366,34,4,2,10,9207,0.2500811214922886,0.4838855496289451,0.4285196836085995
367,36,4,2,10,9207,0.24593323942325288,0.483569992638175,0.4277639185598897
368,38,4,2,10,9207,0.241833298297395,0.4865211448700745,0.4285917857392046
369,40,4,2,10,9207,0.23648690442542122,0.4856781164544343,0.42804976317661414
370,42,4,2,10,9207,0.23247712626909178,0.4878741538573025,0.4280322812085517
371,44,4,2,10,9207,0.22850427811022833,0.489747556088166,0.42759912454503735
372,46,4,2,10,9207,0.22420329242642068,0.4877912535826148,0.4266508408000519
373,48,4,2,10,9207,0.22141887969732477,0.48935899741784233,0.4265490828546968
374,50,4,2,10,9207,0.21697534999871587,0.49383123017039254,0.4267262186964683
375,52,4,2,10,9207,0.21215108075212338,0.49372335908912,0.42658377934843655
376,54,4,2,10,9207,0.20877804068821768,0.49694917773687625,0.4266791137668449
377,56,4,2,10,9207,0.20493578661985273,0.49808944161078694,0.42658003616025353
378,58,4,2,10,9207,0.20226357115619656,0.49659756505418357,0.4269213442308809
379,60,4,2,10,9207,0.2007345836326687,0.4957637576006964,0.42594498638308226
380,62,4,2,10,9207,0.19594988830610888,0.4990921757535075,0.42551647276216586
381,64,4,2,10,9207,0.1919074609897445,0.5005690330862556,0.4261500813272364
382,66,4,2,10,9207,0.18935880436821223,0.5003911888488881,0.42569578281246145
383,68,4,2,10,9207,0.18621572442371603,0.5035449720795331,0.42664223696954073
384,70,4,2,10,9207,0.18328631901477055,0.505591462091932,0.4273468652857206
385,72,4,2,10,9207,0.17905796824098075,0.5044488717614274,0.4265535745405029
386,74,4,2,10,9207,0.17781624106381058,0.5069206148096027,0.4263558056550348
387,76,4,2,10,9207,0.17452891935200399,0.5037092578182719,0.42543638735605466
388,78,4,2,10,9207,0.17285304231416113,0.5073542897655974,0.4252469905224382
389,80,4,2,10,9207,0.17039535686574714,0.5082199661701542,0.4253917175408246
390,82,4,2,10,9207,0.16720730212748208,0.5137369088036321,0.42718380319353283
391,84,4,2,10,9207,0.16596227048355533,0.5132969505062299,0.4260616104011743
392,86,4,2,10,9207,0.16154199907970845,0.5156418743769458,0.42574080298022826
393,88,4,2,10,9207,0.16016688501855164,0.5187914405701198,0.42552342752346894
394,90,4,2,10,9207,0.1555972144104514,0.5140993272066203,0.4270337944198623
395,92,4,2,10,9207,0.15555652556969377,0.5148735706507197,0.4275927305120729
396,94,4,2,10,9207,0.1505040316191562,0.518171702017668,0.4270041296782759
397,96,4,2,10,9207,0.15136663094192154,0.524184918479929,0.42603032927563267
398,98,4,2,10,9207,0.14911262178782725,0.5228866811881367,0.4272630222715448
399,100,4,2,10,9207,0.14681045802130227,0.5250844452966283,0.4270881883894595
400,22,4,2,11,9208,0.29040301640968985,0.4819046347697913,0.4326375916755386
401,24,4,2,11,9208,0.2852871341111523,0.48565562740936596,0.43147332964900403
402,26,4,2,11,9208,0.277607024844423,0.4830082639569174,0.43079501135172205
403,28,4,2,11,9208,0.2718074618754225,0.48292078302424707,0.42974915729484525
404,30,4,2,11,9208,0.2680917073271082,0.48352490603875614,0.42904432986997104
405,32,4,2,11,9208,0.26388341122928427,0.48364554070853844,0.428244858173388
406,34,4,2,11,9208,0.25695542488260004,0.4867555106538984,0.42776015077602714
407,36,4,2,11,9208,0.2528828099486376,0.4859279713779114,0.42705859022476494
408,38,4,2,11,9208,0.24852386584806993,0.48516138727814145,0.42759424880656277
409,40,4,2,11,9208,0.24270043234085442,0.48618317654693133,0.42700275134452936
410,42,4,2,11,9208,0.23947074047859992,0.48575501678452465,0.4268793009299657
411,44,4,2,11,9208,0.23575716224458776,0.4902916884706037,0.42639505136943284
412,46,4,2,11,9208,0.23040015545936143,0.489095424888765,0.42535398286813975
413,48,4,2,11,9208,0.22621400475490464,0.4915488920168444,0.4253999990879225
414,50,4,2,11,9208,0.2209081896201422,0.4894061313701505,0.4254703191371249
415,52,4,2,11,9208,0.2169658984384877,0.49288298450093965,0.4253869289099647
416,54,4,2,11,9208,0.2137761247476121,0.49069384814100564,0.4253353355734421
417,56,4,2,11,9208,0.21049261068926997,0.49638833513947633,0.42546283061113566
418,58,4,2,11,9208,0.20572858577917125,0.49789016211150483,0.42564580256501655
419,60,4,2,11,9208,0.2044135792487455,0.49910415242680567,0.42474029221664616
420,62,4,2,11,9208,0.19934639089684847,0.5012816774926824,0.4242461163971636
421,64,4,2,11,9208,0.19804498867045345,0.4972772958405493,0.42459277359007985
422,66,4,2,11,9208,0.1940664076690236,0.5019263368884463,0.4242958744203246
423,68,4,2,11,9208,0.19099814292380332,0.5010621349173873,0.42527836087066845
424,70,4,2,11,9208,0.18594884460068833,0.5010370112543509,0.4256725930577056
425,72,4,2,11,9208,0.18596709051914867,0.5055768229776602,0.4247019155768054
426,74,4,2,11,9208,0.18167676668111227,0.503806412659829,0.42457949971924663
427,76,4,2,11,9208,0.17732909524599544,0.5056233235132516,0.4237102149616869
428,78,4,2,11,9208,0.17612202726334597,0.5090158673956526,0.4236857781399992
429,80,4,2,11,9208,0.17288405281599536,0.5080172686443876,0.4238964621321383
430,82,4,2,11,9208,0.16879965464716484,0.5104372289526226,0.4255931580453122
431,84,4,2,11,9208,0.16663090388113214,0.5107753143209214,0.4245066554909342
432,86,4,2,11,9208,0.16307281628178577,0.5097547761557135,0.4239505125132335
433,88,4,2,11,9208,0.16235010505014166,0.5110495489997372,0.42396337215705954
434,90,4,2,11,9208,0.1591201808879944,0.5130042177584381,0.425087249014939
435,92,4,2,11,9208,0.15547090632149868,0.5177557871524898,0.42561900947514947
436,94,4,2,11,9208,0.15707086342947532,0.5179996936725809,0.42521626853106176
437,96,4,2,11,9208,0.15251213762289262,0.5199949074434365,0.424424909297957
438,98,4,2,11,9208,0.14865674787456354,0.5221519780173506,0.42535442367983783
439,100,4,2,11,9208,0.14932619588880458,0.5208759621113788,0.4255334775943423
440,22,4,2,12,9209,0.2939736634597052,0.48213008642901656,0.4322366603784128
441,24,4,2,12,9209,0.2871230335023559,0.4834690048514249,0.4310939479313848
442,26,4,2,12,9209,0.2813598066772092,0.4840071576479252,0.43017307088045487
443,28,4,2,12,9209,0.2769539351477977,0.4846048535403016,0.4293556674305736
444,30,4,2,12,9209,0.2724616457612004,0.4867183100741291,0.4287974385536337
445,32,4,2,12,9209,0.26555985995254894,0.48627867960229676,0.4278325725390832
446,34,4,2,12,9209,0.26181296087538647,0.4863584009392615,0.42745089920382445
447,36,4,2,12,9209,0.2567049523179609,0.48884831229386316,0.42667477459175684
448,38,4,2,12,9209,0.25126549566995404,0.4870703658687724,0.4269710055142388
449,40,4,2,12,9209,0.24732320300296692,0.4883848350000896,0.42654226103090787
450,42,4,2,12,9209,0.24350561646288754,0.48855481114779736,0.42634970750006046
451,44,4,2,12,9209,0.23946804750348247,0.488990011716651,0.4257582783663396
452,46,4,2,12,9209,0.23385578120742095,0.4911759068583043,0.42492110702663904
453,48,4,2,12,9209,0.23274204058350256,0.4934109332516148,0.4250957770850496
454,50,4,2,12,9209,0.225803185873584,0.4945544715719535,0.42496127603332323
455,52,4,2,12,9209,0.22310277365707523,0.4938800148677457,0.42465949619059573
456,54,4,2,12,9209,0.21893484332866134,0.49281791407712777,0.42460609563404683
457,56,4,2,12,9209,0.21664659695671684,0.49667747458234635,0.4249669903711666
458,58,4,2,12,9209,0.21509273360712783,0.4970859436871347,0.424822186563182
459,60,4,2,12,9209,0.2093252549135043,0.4974017477362184,0.42409155095847767
460,62,4,2,12,9209,0.20715028569089,0.49964441161638407,0.4237168557087517
461,64,4,2,12,9209,0.20373910795643804,0.49911824919305564,0.423897666248997
462,66,4,2,12,9209,0.20216189587246486,0.4992329422586785,0.42331602675212887
463,68,4,2,12,9209,0.1986630327315668,0.4980938626159985,0.42419392017109997
464,70,4,2,12,9209,0.1956892093805726,0.504974263106522,0.4250409594444135
465,72,4,2,12,9209,0.18979569038641805,0.5040836457949542,0.4237042422784825
466,74,4,2,12,9209,0.1888105215273858,0.5073998868432427,0.42374123122088403
467,76,4,2,12,9209,0.18407113498665065,0.5096164906952755,0.42281961002335877
468,78,4,2,12,9209,0.18382125310730973,0.5062976379645516,0.42266269679757135
469,80,4,2,12,9209,0.18020497833550225,0.5080688416801218,0.42318766813627456
470,82,4,2,12,9209,0.17724936152134854,0.5073282416466413,0.42429279745114407
471,84,4,2,12,9209,0.1754002721403298,0.5107158239555369,0.4235696909627027
472,86,4,2,12,9209,0.17144369310377142,0.5144097128225346,0.4229985026761095
473,88,4,2,12,9209,0.16988676790880108,0.5113527366839438,0.4227550739709734
474,90,4,2,12,9209,0.16495825916362333,0.5149393994505479,0.42407043465011607
475,92,4,2,12,9209,0.16387602793553985,0.5161680871115362,0.4246383065853903
476,94,4,2,12,9209,0.1606831928029929,0.5187567067478401,0.4239027236669889
477,96,4,2,12,9209,0.15884268672205681,0.5200838402795611,0.42356887124615733
478,98,4,2,12,9209,0.15889226587227318,0.519490193278038,0.42418167530292716
479,100,4,2,12,9209,0.15385830778261464,0.5232647350767676,0.42470431741699916
480,22,4,2,13,9210,0.2768859705052774,0.4792498748856928,0.43214978666609477
481,24,4,2,13,9210,0.2697377013335127,0.4795270377408039,0.43102443078587005
482,26,4,2,13,9210,0.2630701094243778,0.4816050404315554,0.4302016873891854
483,28,4,2,13,9210,0.25756434623619234,0.48229980692709673,0.4293685492715978
484,30,4,2,13,9210,0.2509712500261037,0.4832242982472264,0.42852428351596206
485,32,4,2,13,9210,0.24678692505707756,0.482455373109948,0.42769323050117486
486,34,4,2,13,9210,0.24032395782811566,0.48449133889160967,0.42724936282550313
487,36,4,2,13,9210,0.2371387019210137,0.4853891983230277,0.42663718046559285
488,38,4,2,13,9210,0.23031112494694317,0.48860698979324213,0.426947724661759
489,40,4,2,13,9210,0.2283461605663073,0.48740981443724785,0.4266030333229472
490,42,4,2,13,9210,0.2213994766986953,0.48852502923134716,0.42628390524670273
491,44,4,2,13,9210,0.21940343116175967,0.48939314667284833,0.42574127598752054
492,46,4,2,13,9210,0.2151142486960085,0.4905616149426502,0.4249998056716826
493,48,4,2,13,9210,0.20881957695731096,0.4892199402355156,0.4249601295319039
494,50,4,2,13,9210,0.20718952114039432,0.49068491717274737,0.4249884054365044
495,52,4,2,13,9210,0.20054053782151318,0.49510401784143493,0.42469067515320236
496,54,4,2,13,9210,0.19833644483490673,0.4933758633186293,0.4246056101420046
497,56,4,2,13,9210,0.19373287288435148,0.4950145182874807,0.4247615482768421
498,58,4,2,13,9210,0.19201734811241786,0.49572004709016276,0.42474844264911105
499,60,4,2,13,9210,0.18808431865260142,0.4949001785097214,0.4239149546753233
500,62,4,2,13,9210,0.18239376035027444,0.500177657923509,0.42380638852733327
501,64,4,2,13,9210,0.18024877453081226,0.5021222371674386,0.42394576208958323
502,66,4,2,13,9210,0.1760237464417693,0.5019395721413856,0.42332435440687965
503,68,4,2,13,9210,0.17317884566039835,0.49980173533568695,0.4238253942880818
504,70,4,2,13,9210,0.17004072585679386,0.5030937587020623,0.42491537402058016
505,72,4,2,13,9210,0.16946598965914267,0.5042852344572958,0.42357183264008935
506,74,4,2,13,9210,0.16419704226579218,0.507363022651094,0.4234888482148862
507,76,4,2,13,9210,0.16144154590691953,0.5087568182757849,0.42281004375753095
508,78,4,2,13,9210,0.1609648661265976,0.5108917234803012,0.422768989620868
509,80,4,2,13,9210,0.15814589806163634,0.5067624718301376,0.4231058337968434
510,82,4,2,13,9210,0.1543748512082735,0.5066139719998275,0.4238896830425188
511,84,4,2,13,9210,0.15123085930694297,0.5085818041745844,0.4233803321115375
512,86,4,2,13,9210,0.14985239190495617,0.511838760874268,0.4229379464247133
513,88,4,2,13,9210,0.1453935205815087,0.515226646488154,0.42282631711782975
514,90,4,2,13,9210,0.1436175192344904,0.5160480785500335,0.4238912344197884
515,92,4,2,13,9210,0.14078192464041858,0.5130544994280319,0.42420752548342067
516,94,4,2,13,9210,0.13941804579815095,0.5173741191727251,0.423839024263533
517,96,4,2,13,9210,0.1386278741198496,0.5204694416086398,0.42367003836158407
518,98,4,2,13,9210,0.13439467947052458,0.5194754225100137,0.4241336141695274
519,100,4,2,13,9210,0.13264670799147352,0.5197292384977749,0.4244883619343234
520,22,4,2,14,9211,0.2748189399156543,0.4705228289212764,0.4313483197656126
521,24,4,2,14,9211,0.2692903559958844,0.47066176655236236,0.4303590954132622
522,26,4,2,14,9211,0.26364911303416,0.4749838031593223,0.429645743427871
523,28,4,2,14,9211,0.25745627696021406,0.47276274617755004,0.4287293885389942
524,30,4,2,14,9211,0.2521685094206958,0.4746027475237691,0.4278925150329911
525,32,4,2,14,9211,0.24589440680023356,0.4726950728188357,0.4270487952095484
526,34,4,2,14,9211,0.24177122877187812,0.47380133754844034,0.42661909338181675
527,36,4,2,14,9211,0.23498111000241273,0.473389483808157,0.425908037694678
528,38,4,2,14,9211,0.2314702227589777,0.47632405766761765,0.42612868819753913
529,40,4,2,14,9211,0.2275332414093814,0.47649189867925823,0.42587349372548255
530,42,4,2,14,9211,0.22192511994476216,0.4794981043657961,0.42551826631760903
531,44,4,2,14,9211,0.21614551026678483,0.480165301487063,0.4250463804058402
532,46,4,2,14,9211,0.2136208749339105,0.4799006857779304,0.4243433961381668
533,48,4,2,14,9211,0.2091501214872525,0.4802129887409346,0.4242231782377801
534,50,4,2,14,9211,0.20573721638416695,0.48479512360934435,0.42442425319475174
535,52,4,2,14,9211,0.20201365476006652,0.48087729176147054,0.4238372383427702
536,54,4,2,14,9211,0.19800664038925458,0.4827169835177549,0.4236591507001284
537,56,4,2,14,9211,0.19383685957683197,0.4825073456064538,0.4238229127497767
538,58,4,2,14,9211,0.1919575894552235,0.48599309362639576,0.4239457866873657
539,60,4,2,14,9211,0.18744149531908683,0.4885000696674198,0.42312078180640944
540,62,4,2,14,9211,0.1852734473237555,0.4854246831342712,0.422810981933688
541,64,4,2,14,9211,0.18231877798885968,0.4912414871649841,0.42314500208687295
542,66,4,2,14,9211,0.17886810391296296,0.4931873232508844,0.4225664699978003
543,68,4,2,14,9211,0.17385988959880042,0.4930926537715413,0.4231589057364681
544,70,4,2,14,9211,0.1715521680376704,0.49540680377601315,0.42410260488775225
545,72,4,2,14,9211,0.17087396887472323,0.4951433015185943,0.42283469952967867
546,74,4,2,14,9211,0.1661297781503714,0.49781027248583304,0.42284927787010923
547,76,4,2,14,9211,0.16333460189053742,0.503824499063614,0.4222624608905882
548,78,4,2,14,9211,0.1577232832166553,0.5017490494962243,0.4221092258556274
549,80,4,2,14,9211,0.15632978729142274,0.5011633946075641,0.42247415849614944
550,82,4,2,14,9211,0.15349130887051698,0.5028096273941317,0.423302325769853
551,84,4,2,14,9211,0.15349979023941165,0.5064910857107046,0.4230379542958551
552,86,4,2,14,9211,0.14739393167107065,0.5116354159049181,0.42276418857806924
553,88,4,2,14,9211,0.15025902826533508,0.5085699786190386,0.42252912200626347
554,90,4,2,14,9211,0.14347784327428786,0.5078032130309718,0.42325308767714753
555,92,4,2,14,9211,0.14361641537419897,0.5139230271840218,0.42379105661365707
556,94,4,2,14,9211,0.13932820631662854,0.514904880653833,0.423450771510902
557,96,4,2,14,9211,0.13814311532917828,0.5173762381667635,0.423342351594236
558,98,4,2,14,9211,0.13525402323395738,0.5178857603975675,0.42347895518569856
559,100,4,2,14,9211,0.13266088256601902,0.5191442122501491,0.42392521605151473
560,22,4,2,15,9212,0.28322059187986887,0.48146849839162686,0.43151974110181407
561,24,4,2,15,9212,0.2758587662762931,0.48050565172966675,0.4303967065017913
562,26,4,2,15,9212,0.27001309214462793,0.48008514466125074,0.42957284113680155
563,28,4,2,15,9212,0.2641357684922024,0.48324846192958004,0.42881379517123813
564,30,4,2,15,9212,0.2587582825413401,0.48265722555052115,0.4278746265407952
565,32,4,2,15,9212,0.25488677620225686,0.4808877046106285,0.4270777810267801
566,34,4,2,15,9212,0.25051239837416855,0.4815893205446345,0.42654502695111673
567,36,4,2,15,9212,0.24453698123952589,0.48298016082657846,0.42587976399084393
568,38,4,2,15,9212,0.24202635330047984,0.48416190538691584,0.42605189894963935
569,40,4,2,15,9212,0.2374160902451345,0.4853372817153901,0.4256643934432576
570,42,4,2,15,9212,0.23235200694525016,0.48512201103360525,0.4253395041147063
571,44,4,2,15,9212,0.22883270062544417,0.4852229723442276,0.4249600574250383
572,46,4,2,15,9212,0.2256867616743079,0.48724934449600066,0.4243263330698214
573,48,4,2,15,9212,0.22105700431596648,0.48936081896636385,0.424349521190127
574,50,4,2,15,9212,0.21640335202038563,0.4888655848577385,0.424383453925859
575,52,4,2,15,9212,0.212238930276685,0.48739617216831627,0.42360691061499467
576,54,4,2,15,9212,0.2111613177123815,0.4878394190993537,0.4232994834597188
577,56,4,2,15,9212,0.20649646504621172,0.4898155278326745,0.4234888104640784
578,58,4,2,15,9212,0.20181734565086282,0.48894220733913607,0.4235479061135409
579,60,4,2,15,9212,0.2006673558352145,0.48978368593381877,0.4230030377416222
580,62,4,2,15,9212,0.19585418189341428,0.49217236074468523,0.4224502711942178
581,64,4,2,15,9212,0.19264458378602306,0.49836358785861445,0.42309858207721857
582,66,4,2,15,9212,0.1888565473640182,0.49368444453134547,0.4223607357141126
583,68,4,2,15,9212,0.1893618432165729,0.5013271588398084,0.4229112345945641
584,70,4,2,15,9212,0.18287929847463583,0.4964806644722815,0.42358513288201716
585,72,4,2,15,9212,0.1794523638876439,0.4988808032425386,0.42246068461717556
586,74,4,2,15,9212,0.17899698395500704,0.4994148141573651,0.42262772591328457
587,76,4,2,15,9212,0.17278538938625768,0.5038236825803196,0.4219857042052349
588,78,4,2,15,9212,0.17187244526356274,0.4992323933899031,0.4218308103935415
589,80,4,2,15,9212,0.16889944625055892,0.5011195755387196,0.42206199844710124
590,82,4,2,15,9212,0.16490560367968776,0.5026982749323265,0.4228883701869576
591,84,4,2,15,9212,0.16121627174146103,0.5067973156022889,0.42262056142309196
592,86,4,2,15,9212,0.16162352222675253,0.504048349464719,0.42246918726386107
593,88,4,2,15,9212,0.16023829719300653,0.5049271881487498,0.4219134772091831
594,90,4,2,15,9212,0.15498924754168875,0.5105086357533873,0.4228506339143839
595,92,4,2,15,9212,0.15409631888298522,0.5089935017646836,0.42308572375185444
596,94,4,2,15,9212,0.15157973952143894,0.5104939011210805,0.4231285508614992
597,96,4,2,15,9212,0.14790423418999096,0.5125382831125281,0.4227714498771757
598,98,4,2,15,9212,0.14744219265339928,0.5124108133846793,0.4230723509171202
599,100,4,2,15,9212,0.1436001568238203,0.5158821759890976,0.4234299802280093
600,22,4,2,16,9213,0.2819071111839168,0.4831691908135421,0.43138538962912465
601,24,4,2,16,9213,0.2733013656961224,0.48256364349001013,0.43026992396808594
602,26,4,2,16,9213,0.2695000421477048,0.485336150130723,0.4294522690981396
603,28,4,2,16,9213,0.2633335986514093,0.4859972153786098,0.4287366400588608
604,30,4,2,16,9213,0.25672679172229546,0.48684144832562287,0.42774447416670813
605,32,4,2,16,9213,0.2531269108067092,0.4875797668965214,0.4270146046085218
606,34,4,2,16,9213,0.24875357278898255,0.4892188992630869,0.42650121341564395
607,36,4,2,16,9213,0.24043410166160611,0.48960777930192656,0.4258097999513242
608,38,4,2,16,9213,0.237314731246125,0.48741270356427285,0.42587021035281103
609,40,4,2,16,9213,0.23300621230770358,0.49335113931248936,0.42559663579831153
610,42,4,2,16,9213,0.22953213343629103,0.4904166942849951,0.42514048226862
611,44,4,2,16,9213,0.22438017030945284,0.4916506325915379,0.4248172675170667
612,46,4,2,16,9213,0.2221025786271384,0.495288565645298,0.42434952605793236
613,48,4,2,16,9213,0.21667910410160376,0.49483062428690017,0.42406802040503794
614,50,4,2,16,9213,0.21281207251803716,0.4968461889269038,0.4242784274085206
615,52,4,2,16,9213,0.20765922023535127,0.49777938998106147,0.42344797678913365
616,54,4,2,16,9213,0.2053377313622052,0.4986408718567497,0.4231000050626021
617,56,4,2,16,9213,0.20199842695746723,0.5014769256870438,0.4234144235493919
618,58,4,2,16,9213,0.19844313943299613,0.5006488564751577,0.42350114839556496
619,60,4,2,16,9213,0.19399178127639335,0.504159161497443,0.4228698483870025
620,62,4,2,16,9213,0.19145012637718317,0.5024125884343218,0.4223044740097731
621,64,4,2,16,9213,0.187504685398608,0.5092234356048384,0.42307743182693436
622,66,4,2,16,9213,0.1873542876549888,0.5049840045058236,0.42215195960991647
623,68,4,2,16,9213,0.18385295904507742,0.5065720505947777,0.42284585383899936
624,70,4,2,16,9213,0.1798772330259447,0.5107556130898903,0.4234354032501756
625,72,4,2,16,9213,0.17646352705581,0.5138090817390262,0.42238888778617373
626,74,4,2,16,9213,0.1723637193691702,0.5149969085178655,0.4227293452766128
627,76,4,2,16,9213,0.17177646742605246,0.5108099374284112,0.42180568943358965
628,78,4,2,16,9213,0.16621457355380012,0.5237749242625516,0.42213517478117146
629,80,4,2,16,9213,0.166711991954655,0.5162635050727831,0.42193385107680803
630,82,4,2,16,9213,0.16325537375556584,0.5177845302903599,0.4229352124319241
631,84,4,2,16,9213,0.1587401507539097,0.5152076601886969,0.4226711887657582
632,86,4,2,16,9213,0.15698982566482397,0.521561795210331,0.42253224451533705
633,88,4,2,16,9213,0.15491845855247593,0.5245765673347661,0.4219588252522112
634,90,4,2,16,9213,0.1529632027098394,0.5244072895854869,0.422783940440455
635,92,4,2,16,9213,0.15130743137402955,0.5247781400682332,0.42301139370152724
636,94,4,2,16,9213,0.14600708898559178,0.5257233666208684,0.4230459095189483
637,96,4,2,16,9213,0.1473559729391125,0.5255973200802354,0.42269537092067855
638,98,4,2,16,9213,0.14208530236575817,0.5296194100905052,0.42302973691669893
639,100,4,2,16,9213,0.14127528907159223,0.5294854495881339,0.42316829730341676
640,22,4,2,17,9214,0.2798106931832814,0.49052494434565413,0.4317383352662963
641,24,4,2,17,9214,0.27366203954988033,0.49224988065621256,0.43071102921500476
642,26,4,2,17,9214,0.2662869893362104,0.4924156346273103,0.42986831344374654
643,28,4,2,17,9214,0.262390852851978,0.4913387067424718,0.4291764132040085
644,30,4,2,17,9214,0.2563367713448901,0.4922269385601587,0.428247599705841
645,32,4,2,17,9214,0.25029803276641704,0.493976848689823,0.42751329359203294
646,34,4,2,17,9214,0.24637621513739183,0.4967581358203941,0.42698278759759767
647,36,4,2,17,9214,0.24158227340493932,0.49300616253973256,0.4262046498070718
648,38,4,2,17,9214,0.23656178735125485,0.49490620911518785,0.4262187772313272
649,40,4,2,17,9214,0.2329056427785893,0.4928070966621602,0.42590232648707765
650,42,4,2,17,9214,0.2293025582796536,0.4967843929956475,0.42544593784471474
651,44,4,2,17,9214,0.22670442593651244,0.49760679882573394,0.42524956949053133
652,46,4,2,17,9214,0.22167879191643,0.4980467049770816,0.42478640876974644
653,48,4,2,17,9214,0.21753169505935782,0.49898677635782973,0.42446179819683416
654,50,4,2,17,9214,0.21298901282235955,0.5012524617986113,0.4247088434462474
655,52,4,2,17,9214,0.2113745432251038,0.5011198191588795,0.42385487583468134
656,54,4,2,17,9214,0.20591118055067853,0.5043752248058166,0.42349510520490863
657,56,4,2,17,9214,0.20172541017760534,0.5043301225727453,0.4237284100499244
658,58,4,2,17,9214,0.20014285975131924,0.5088204489187238,0.42398728118513784
659,60,4,2,17,9214,0.19596811230386046,0.5088246238706295,0.42327501683902563
660,62,4,2,17,9214,0.19037103558465143,0.5104849690634806,0.4227900961432509
661,64,4,2,17,9214,0.18808944324789914,0.5079671012210942,0.4232463091710844
662,66,4,2,17,9214,0.18650623760005897,0.5110502413705746,0.4225896156081777
663,68,4,2,17,9214,0.18274149886277846,0.5131129705302743,0.42332642709065316
664,70,4,2,17,9214,0.1816076563635933,0.5137872812789132,0.4239233821943437
665,72,4,2,17,9214,0.1779115408148765,0.5157378139917776,0.42294184004167396
666,74,4,2,17,9214,0.17432063601433545,0.5143796064439357,0.42320547156303173
667,76,4,2,17,9214,0.172392543502252,0.516131423050823,0.4222253817867359
668,78,4,2,17,9214,0.16916545555434626,0.5192122986153475,0.4226015785048779
669,80,4,2,17,9214,0.16627743165238615,0.5202159799130717,0.4224908144956478
670,82,4,2,17,9214,0.16180164977050346,0.5217998435107342,0.42332210746371296
671,84,4,2,17,9214,0.15989897677291115,0.5216723980058394,0.4229668328944946
672,86,4,2,17,9214,0.1587900691310846,0.526547871953952,0.4230047203142718
673,88,4,2,17,9214,0.1557546139768157,0.5259865940835078,0.42238798560232327
674,90,4,2,17,9214,0.153975484108136,0.5265693555525073,0.4231405894352575
675,92,4,2,17,9214,0.15109572785669131,0.5274659942989558,0.4232751114986938
676,94,4,2,17,9214,0.14876646032508065,0.5315918997011131,0.4235942828333004
677,96,4,2,17,9214,0.1453372898416378,0.5322075318373313,0.4231284210049837
678,98,4,2,17,9214,0.14318140486681966,0.5348076672739099,0.4235513918360346
679,100,4,2,17,9214,0.14340348218647805,0.53279205821881,0.4234869901911443
680,22,4,2,18,9215,0.2745665098422543,0.4749072180870435,0.43137979767958906
681,24,4,2,18,9215,0.26816647059877174,0.47454354773406526,0.43036246488122076
682,26,4,2,18,9215,0.2621509739306818,0.4757612282894578,0.4295853921104109
683,28,4,2,18,9215,0.2563376338258887,0.4769441281125414,0.4288746748181471
684,30,4,2,18,9215,0.25248491693702896,0.47678463362685725,0.42801022389841487
685,32,4,2,18,9215,0.2477031212753785,0.47797371876738914,0.4272952628337241
686,34,4,2,18,9215,0.24121516758700226,0.48067663553112744,0.4266800425517609
687,36,4,2,18,9215,0.23850334418127697,0.48395672252657157,0.4259873864350023
688,38,4,2,18,9215,0.23259393063284145,0.48039051288977697,0.425846047151524
689,40,4,2,18,9215,0.2267855221250591,0.4824575162336108,0.4254840982538246
690,42,4,2,18,9215,0.22209254887014465,0.48373588531683154,0.425110279596892
691,44,4,2,18,9215,0.21906537612823782,0.48231208646507145,0.42486241140910946
692,46,4,2,18,9215,0.21527765135376822,0.4850578395233142,0.42441894788902595
693,48,4,2,18,9215,0.21193780779726487,0.48563962503784364,0.42406669515864903
694,50,4,2,18,9215,0.20907304262293033,0.48513701598382536,0.4242920991994709
695,52,4,2,18,9215,0.20204711803639192,0.4929004558058112,0.42357271240936106
