,mb,mf,nModels,ntree,seed,tc,valid,valid_avg
1014,5,45,13,200,112245,15,0.4555203485706193,0.44843927054705657
1015,5,45,13,220,112245,15,0.4552821294891745,0.4474485456960159
1016,5,45,13,240,112245,15,0.4548062092132093,0.44689769823037195
1017,5,45,13,260,112245,15,0.45498478157091493,0.44678266760273294
1018,5,45,13,280,112245,15,0.4555914465898373,0.4470817591268608
1019,5,45,13,300,112245,15,0.4569999783959251,0.4475576589110724
1020,5,45,13,320,112245,15,0.4577623709840256,0.4484427950472009
1021,5,45,13,340,112245,15,0.4590284943700326,0.44934419787996105
1022,5,45,13,360,112245,15,0.46062411945798987,0.45046007122967474
1023,5,45,14,160,112246,15,0.4617720983167971,0.4531381074298896
1024,5,45,14,180,112246,15,0.45911523223353357,0.4502861937773307
1025,5,45,14,200,112246,15,0.4573405996397447,0.4484244416988556
1026,5,45,14,220,112246,15,0.45628005141541395,0.4474000017946786
1027,5,45,14,240,112246,15,0.45630668691131915,0.446874546147892
1028,5,45,14,260,112246,15,0.45667026556135115,0.44677931774656104
1029,5,45,14,280,112246,15,0.4572892842005908,0.44708664409391635
1030,5,45,14,300,112246,15,0.45828997160727086,0.447572830724626
1031,5,45,14,320,112246,15,0.4594155785174242,0.44845064675739155
1032,5,45,14,340,112246,15,0.4607517715511607,0.44936093892922474
1033,5,45,14,360,112246,15,0.4626265443908456,0.45050906206610236
1034,5,45,15,160,112247,15,0.46025139752309485,0.45304709515655534
1035,5,45,15,180,112247,15,0.45823705421488886,0.4502276397913627
1036,5,45,15,200,112247,15,0.4565848228173451,0.4483562219599173
1037,5,45,15,220,112247,15,0.45548147772205055,0.44729861515287844
1038,5,45,15,240,112247,15,0.45431277720888286,0.4467160783087168
1039,5,45,15,260,112247,15,0.4548527752672035,0.44664074265458326
1040,5,45,15,280,112247,15,0.455553741958023,0.44695977510670043
1041,5,45,15,300,112247,15,0.4564015209373414,0.44745724490579186
1042,5,45,15,320,112247,15,0.4569525104693912,0.44829257034489756
1043,5,45,15,340,112247,15,0.4583027070815596,0.4492177853177881
1044,5,45,15,360,112247,15,0.4596376350695122,0.45036698036695044
1045,5,45,16,160,112248,15,0.4616175426134057,0.45306507202370694
1046,5,45,16,180,112248,15,0.45962527690390154,0.45027669618422994
1047,5,45,16,200,112248,15,0.45788644137452517,0.44840069617992095
1048,5,45,16,220,112248,15,0.45714417577667077,0.447343521679313
1049,5,45,16,240,112248,15,0.45703836734023545,0.4467622126397591
1050,5,45,16,260,112248,15,0.4576388701365764,0.4467075969011404
1051,5,45,16,280,112248,15,0.45744087059580935,0.4469879046481757
1052,5,45,16,300,112248,15,0.4584938665607026,0.4475055692572891
1053,5,45,16,320,112248,15,0.45929341409621693,0.4483192858449449
1054,5,45,16,340,112248,15,0.46031038898445187,0.44923674191381735
1055,5,45,16,360,112248,15,0.4613606533228864,0.4503687624974364
1056,5,45,17,160,112249,15,0.4593075153654532,0.4529323866687544
1057,5,45,17,180,112249,15,0.45653151008084203,0.4501293331384275
1058,5,45,17,200,112249,15,0.4554741132014224,0.44828568902484983
1059,5,45,17,220,112249,15,0.4544244353553507,0.44721418635813737
1060,5,45,17,240,112249,15,0.4541567223299409,0.4466293152602359
1061,5,45,17,260,112249,15,0.4541954989684396,0.4465650934599778
1062,5,45,17,280,112249,15,0.4550375366468333,0.44685878993564077
1063,5,45,17,300,112249,15,0.455606957931067,0.44735807097490055
1064,5,45,17,320,112249,15,0.45628268084714013,0.44815376417927416
1065,5,45,17,340,112249,15,0.4574251757609659,0.44907375285742385
1066,5,45,17,360,112249,15,0.4587263137696357,0.450199348817268
1067,5,45,18,160,112250,15,0.4630106085015485,0.45301919849942396
1068,5,45,18,180,112250,15,0.46027498588989557,0.45019950804884085
1069,5,45,18,200,112250,15,0.458982868166814,0.44836559100241313
1070,5,45,18,220,112250,15,0.4576324066164487,0.4472715351416682
1071,5,45,18,240,112250,15,0.4576871923390995,0.4467039589387667
1072,5,45,18,260,112250,15,0.4575403141356985,0.44661968527143486
1073,5,45,18,280,112250,15,0.45875846731991,0.4469413380870848
1074,5,45,18,300,112250,15,0.4595283420410765,0.4474373813628012
1075,5,45,18,320,112250,15,0.4606136540634845,0.4482340082436905
1076,5,45,18,340,112250,15,0.46151496552013954,0.44913880549862567
1077,5,45,18,360,112250,15,0.462881928570907,0.45026046725069313
1078,5,45,19,160,112251,15,0.4596535855460354,0.45291499363169246
1079,5,45,19,180,112251,15,0.45721496848540755,0.4500968667485947
1080,5,45,19,200,112251,15,0.4554570809844595,0.4482504117150492
1081,5,45,19,220,112251,15,0.4546288213419502,0.44714896377606134
1082,5,45,19,240,112251,15,0.4545181219841244,0.4465907590612666
1083,5,45,19,260,112251,15,0.4546369181247571,0.44650411908061177
1084,5,45,19,280,112251,15,0.45503227272557895,0.4468082461674912
1085,5,45,19,300,112251,15,0.45599739947686985,0.4473139452333836
1086,5,45,19,320,112251,15,0.4565267100631678,0.4480908611307993
1087,5,45,19,340,112251,15,0.4580852531620182,0.4490172241827958
1088,5,45,19,360,112251,15,0.4590908485011044,0.45012388382117907
1089,5,45,20,160,112252,15,0.46161348645262384,0.4529119875068328
1090,5,45,20,180,112252,15,0.4594236565469304,0.45011098267856103
1091,5,45,20,200,112252,15,0.45735334571365877,0.4482321818622308
1092,5,45,20,220,112252,15,0.45664548842488106,0.4471407488121409
1093,5,45,20,240,112252,15,0.4567664287267971,0.4465983495934226
1094,5,45,20,260,112252,15,0.45725449354647935,0.446524600614637
1095,5,45,20,280,112252,15,0.45789831004860315,0.44682673187971556
1096,5,45,20,300,112252,15,0.4584672641906481,0.4473273784765994
1097,5,45,20,320,112252,15,0.4593698741751225,0.4481007901082648
1098,5,45,20,340,112252,15,0.46080983666491154,0.4490360355913692
1099,5,45,20,360,112252,15,0.46239269568676855,0.4501595308978962
1100,5,45,1,160,112233,17,0.4602407765062958,0.46024078364091375
1101,5,45,1,180,112233,17,0.4578690116508555,0.45786901872207875
1102,5,45,1,200,112233,17,0.45703205500320937,0.45703206182173295
1103,5,45,1,220,112233,17,0.4565215592152473,0.4565215658843705
1104,5,45,1,240,112233,17,0.45646105989250174,0.45646106752788007
1105,5,45,1,260,112233,17,0.45695009286630583,0.45695009994191615
1106,5,45,1,280,112233,17,0.4577934029335609,0.45779341034420645
1107,5,45,1,300,112233,17,0.459220922652771,0.45922092983366086
1108,5,45,1,320,112233,17,0.4608366602839522,0.46083666785300115
1109,5,45,1,340,112233,17,0.4623476787314437,0.4623476861148988
1110,5,45,1,360,112233,17,0.46380177269427586,0.4638017796095563
1111,5,45,2,160,112234,17,0.4593870069981336,0.4554115488939197
1112,5,45,2,180,112234,17,0.4571945325837803,0.45299690884323524
1113,5,45,2,200,112234,17,0.45668036251202937,0.45217154796018694
1114,5,45,2,220,112234,17,0.456930666417256,0.45183433247358834
1115,5,45,2,240,112234,17,0.45722529337500994,0.45184965995880677
1116,5,45,2,260,112234,17,0.4579862857460658,0.45238678335799876
1117,5,45,2,280,112234,17,0.4585910001326287,0.4528856911329247
1118,5,45,2,300,112234,17,0.4595073683881121,0.4538298131175823
1119,5,45,2,320,112234,17,0.4605398793612947,0.4550451890086664
1120,5,45,2,340,112234,17,0.46180181055485386,0.4563461225914628
1121,5,45,2,360,112234,17,0.46330610312411036,0.45775313008579654
1122,5,45,3,160,112235,17,0.46231177209697805,0.45473868315330684
1123,5,45,3,180,112235,17,0.46053195996762447,0.45237686680644545
1124,5,45,3,200,112235,17,0.45995108305744764,0.4515467245329882
1125,5,45,3,220,112235,17,0.45907725578924174,0.4509571284836689
1126,5,45,3,240,112235,17,0.4596452991139277,0.45104497876406363
1127,5,45,3,260,112235,17,0.46010666782558635,0.4514452327724877
1128,5,45,3,280,112235,17,0.46088779451496575,0.4519036404359503
1129,5,45,3,300,112235,17,0.46217345958671296,0.4528347546310403
1130,5,45,3,320,112235,17,0.4635032875861491,0.4540108501460957
1131,5,45,3,340,112235,17,0.4651757507365806,0.45536553668469065
1132,5,45,3,360,112235,17,0.4668550395100683,0.45676216133546166
1133,5,45,4,160,112236,17,0.45959017758010695,0.4537293574600449
1134,5,45,4,180,112236,17,0.4578555452752738,0.45147187950656736
1135,5,45,4,200,112236,17,0.45675798036699833,0.45047341392159923
1136,5,45,4,220,112236,17,0.45633056296162294,0.44981166923952837
1137,5,45,4,240,112236,17,0.4567309836644407,0.4499167427624542
1138,5,45,4,260,112236,17,0.45696916016286326,0.45019902149683233
1139,5,45,4,280,112236,17,0.4583748338322923,0.45085608278932715
1140,5,45,4,300,112236,17,0.4595318842825625,0.4517779125963761
1141,5,45,4,320,112236,17,0.4607019819187499,0.4529056545269152
1142,5,45,4,340,112236,17,0.46228644445875455,0.4542198942232773
1143,5,45,4,360,112236,17,0.4637230694457877,0.45556793040254673
1144,5,45,5,160,112237,17,0.4594297706587307,0.45298892199472507
1145,5,45,5,180,112237,17,0.4578940871178844,0.45078408289269956
1146,5,45,5,200,112237,17,0.4571463203414475,0.4497648783756775
1147,5,45,5,220,112237,17,0.4576579019927449,0.44926494877874745
1148,5,45,5,240,112237,17,0.4577776390613481,0.4493141566044446
1149,5,45,5,260,112237,17,0.45860243839166726,0.44965970176647135
1150,5,45,5,280,112237,17,0.45914757747719687,0.45025060608528844
1151,5,45,5,300,112237,17,0.4602584978542337,0.4511580855797096
1152,5,45,5,320,112237,17,0.46206216335787287,0.4523523605215082
1153,5,45,5,340,112237,17,0.46383937946403275,0.4536839349682294
1154,5,45,5,360,112237,17,0.4654596099983804,0.4550578559342143
1155,5,45,6,160,112238,17,0.46095024565712006,0.45268831824161965
1156,5,45,6,180,112238,17,0.45943937294058085,0.4505406103084545
1157,5,45,6,200,112238,17,0.458575710332425,0.44949619936638313
1158,5,45,6,220,112238,17,0.45802089221254233,0.44893550850189595
1159,5,45,6,240,112238,17,0.4587816583301752,0.44904418017782266
1160,5,45,6,260,112238,17,0.45984975149226515,0.4494864794374669
1161,5,45,6,280,112238,17,0.46061884697385086,0.4500585664497102
1162,5,45,6,300,112238,17,0.4617997037007239,0.45098119139122156
1163,5,45,6,320,112238,17,0.4631935559964266,0.4521573508482714
1164,5,45,6,340,112238,17,0.46486966867670804,0.4535134078060547
1165,5,45,6,360,112238,17,0.4669400238634882,0.4549578675471728
1166,5,45,7,160,112239,17,0.4618520150778034,0.45263881981935034
1167,5,45,7,180,112239,17,0.4597012389219001,0.45042596096630166
1168,5,45,7,200,112239,17,0.45858295239362884,0.4493259300620439
1169,5,45,7,220,112239,17,0.45811296910105437,0.4486878348027205
1170,5,45,7,240,112239,17,0.4582047378379584,0.4487580043175318
1171,5,45,7,260,112239,17,0.45922077226518004,0.44924291198543354
1172,5,45,7,280,112239,17,0.46028766968761586,0.44983098890655576
1173,5,45,7,300,112239,17,0.461383677286299,0.4507405185998915
1174,5,45,7,320,112239,17,0.4626572951817038,0.4518803882416235
1175,5,45,7,340,112239,17,0.4637676424023553,0.45314156737729977
1176,5,45,7,360,112239,17,0.46522815785074945,0.4545695756631094
1177,5,45,8,160,112240,17,0.4601587839040368,0.45243830239840926
1178,5,45,8,180,112240,17,0.45815267482312083,0.4502109159084611
1179,5,45,8,200,112240,17,0.4576762360369127,0.44916656117096826
1180,5,45,8,220,112240,17,0.45790788360765683,0.44859486710646185
1181,5,45,8,240,112240,17,0.4577334117496769,0.4486007518316152
1182,5,45,8,260,112240,17,0.4580636038659398,0.44902226589799404
1183,5,45,8,280,112240,17,0.4586662469657203,0.4495881222459291
1184,5,45,8,300,112240,17,0.4601845126642627,0.4505245474601516
1185,5,45,8,320,112240,17,0.46188177267902064,0.4517164598163042
1186,5,45,8,340,112240,17,0.46324665720814046,0.4529523559393903
1187,5,45,8,360,112240,17,0.46462266781012185,0.45435857015700215
1188,5,45,9,160,112241,17,0.45983820568908457,0.4522205950950069
1189,5,45,9,180,112241,17,0.4580157041230271,0.4500231938429423
1190,5,45,9,200,112241,17,0.456752248186011,0.4488936091128002
1191,5,45,9,220,112241,17,0.4571768082849122,0.44840105871469693
1192,5,45,9,240,112241,17,0.4573110705679428,0.4484015259692646
1193,5,45,9,260,112241,17,0.4577469452786689,0.448789482190156
1194,5,45,9,280,112241,17,0.4588478066859112,0.44937535317598454
1195,5,45,9,300,112241,17,0.45964667656942054,0.450247193300572
1196,5,45,9,320,112241,17,0.4614290679884918,0.45148036813568926
1197,5,45,9,340,112241,17,0.46258800598280797,0.4526872173051485
1198,5,45,9,360,112241,17,0.46416404581592957,0.45408965395011314
1199,5,45,10,160,112242,17,0.4604358828266656,0.4521231332792667
1200,5,45,10,180,112242,17,0.458444963078089,0.4499014335979188
1201,5,45,10,200,112242,17,0.4576394310563171,0.44877168853930927
1202,5,45,10,220,112242,17,0.4573775632589791,0.4482617841011254
1203,5,45,10,240,112242,17,0.45777323216415,0.4482699409067399
1204,5,45,10,260,112242,17,0.4588658527083609,0.4486795230996734
1205,5,45,10,280,112242,17,0.45954047377967877,0.449236624223049
1206,5,45,10,300,112242,17,0.46068092469841243,0.450118735532236
1207,5,45,10,320,112242,17,0.4617990891439495,0.45131492893374214
1208,5,45,10,340,112242,17,0.46363519960064864,0.45255941322600685
1209,5,45,10,360,112242,17,0.46512516270482157,0.4539496169319301
1210,5,45,11,160,112243,17,0.45925958359738495,0.45192572497952194
1211,5,45,11,180,112243,17,0.45746489760407644,0.44971686554807067
1212,5,45,11,200,112243,17,0.4565279658182841,0.4485785545776951
1213,5,45,11,220,112243,17,0.45609029271390455,0.44803735818403095
1214,5,45,11,240,112243,17,0.4560992505389365,0.44801162366343744
1215,5,45,11,260,112243,17,0.4565213818284776,0.4483983884623816
1216,5,45,11,280,112243,17,0.45770376482734426,0.44899608139457364
1217,5,45,11,300,112243,17,0.45889794682069757,0.4498809140463753
1218,5,45,11,320,112243,17,0.46026002527901155,0.45105753475927135
1219,5,45,11,340,112243,17,0.4619003572136992,0.452323541749887
1220,5,45,11,360,112243,17,0.463499460821836,0.45370825586266517
1221,5,45,12,160,112244,17,0.45855811552659564,0.4517074448110894
1222,5,45,12,180,112244,17,0.4562826289247763,0.44946554215175427
1223,5,45,12,200,112244,17,0.4558644824821423,0.4483614071164729
1224,5,45,12,220,112244,17,0.4561643356258362,0.4478704584786436
1225,5,45,12,240,112244,17,0.4560206672176401,0.4478028039789499
1226,5,45,12,260,112244,17,0.45646409547622874,0.44816649794923064
1227,5,45,12,280,112244,17,0.4568810485863591,0.4487174621591215
1228,5,45,12,300,112244,17,0.457948306794111,0.44960368018127284
1229,5,45,12,320,112244,17,0.45995691941108496,0.45082945574457006
1230,5,45,12,340,112244,17,0.46107203538161257,0.4520656646229126
1231,5,45,12,360,112244,17,0.4628588774043348,0.4534599079945975
1232,5,45,13,160,112245,17,0.45784230529856285,0.45149616685479693
1233,5,45,13,180,112245,17,0.4558610141779205,0.4492513768138124
1234,5,45,13,200,112245,17,0.45532601915489296,0.4481646343427243
1235,5,45,13,220,112245,17,0.45524631119298925,0.44768592499267046
1236,5,45,13,240,112245,17,0.4554258721958964,0.44761558449932076
1237,5,45,13,260,112245,17,0.4562025348564684,0.4479846985313885
1238,5,45,13,280,112245,17,0.45736112636454274,0.4485494827487714
1239,5,45,13,300,112245,17,0.45862211244911144,0.4494419800878802
1240,5,45,13,320,112245,17,0.459783815777314,0.4506478889209789
1241,5,45,13,340,112245,17,0.46124822838951934,0.45188401160787556
1242,5,45,13,360,112245,17,0.4625783873669529,0.45326319120905656
1243,5,45,14,160,112246,17,0.46026807059098757,0.45146761756680237
1244,5,45,14,180,112246,17,0.45805795106500513,0.44920515809166306
1245,5,45,14,200,112246,17,0.456628082547322,0.44806497949423474
1246,5,45,14,220,112246,17,0.4565773638140181,0.44758656472843283
1247,5,45,14,240,112246,17,0.4572623759306647,0.4475466816551193
1248,5,45,14,260,112246,17,0.4578906468689028,0.4479117428933005
1249,5,45,14,280,112246,17,0.4590404706304331,0.4484930953528836
1250,5,45,14,300,112246,17,0.4600845086050652,0.4493735130054129
1251,5,45,14,320,112246,17,0.46159141091265626,0.450581755545724
1252,5,45,14,340,112246,17,0.46359469818190085,0.4518444100546507
1253,5,45,14,360,112246,17,0.4650518052140003,0.4532075644691646
1254,5,45,15,160,112247,17,0.4597932621025738,0.45140004556813446
1255,5,45,15,180,112247,17,0.45830650112814997,0.4491650377243415
1256,5,45,15,200,112247,17,0.45744578794907237,0.448019933438683
1257,5,45,15,220,112247,17,0.4569832443442186,0.44751084119970364
1258,5,45,15,240,112247,17,0.45771032957745844,0.44750296031185116
1259,5,45,15,260,112247,17,0.4581100182194732,0.447852602343533
1260,5,45,15,280,112247,17,0.45911829194543446,0.4484469865060931
1261,5,45,15,300,112247,17,0.46035351893295445,0.4493379645893626
1262,5,45,15,320,112247,17,0.46158084224841883,0.45052434479747944
1263,5,45,15,340,112247,17,0.46303542827871813,0.4517844929107786
1264,5,45,15,360,112247,17,0.46484682698161844,0.4531567528646908
1265,5,45,16,160,112248,17,0.45915014107188606,0.45128906654952644
1266,5,45,16,180,112248,17,0.4577267975589095,0.44907939473507213
1267,5,45,16,200,112248,17,0.4569144450354314,0.44793896223803176
1268,5,45,16,220,112248,17,0.457047002961138,0.4474498403454878
1269,5,45,16,240,112248,17,0.4570656445514318,0.4474308748396484
1270,5,45,16,260,112248,17,0.45800380868222307,0.44779663471638603
1271,5,45,16,280,112248,17,0.4581515954964541,0.4483471842148244
1272,5,45,16,300,112248,17,0.45959503535440477,0.44925604269391
1273,5,45,16,320,112248,17,0.46121706636903326,0.4504569510983563
1274,5,45,16,340,112248,17,0.4626277767874174,0.4517088103253396
1275,5,45,16,360,112248,17,0.4644045051085371,0.45309248121899537
1276,5,45,17,160,112249,17,0.4566955778932458,0.45110397129131774
1277,5,45,17,180,112249,17,0.4548126218273435,0.4488875245993832
1278,5,45,17,200,112249,17,0.4538176630558484,0.4477352039769514
1279,5,45,17,220,112249,17,0.4541831108419253,0.44727956049028006
1280,5,45,17,240,112249,17,0.4548357991902505,0.44728078895850787
1281,5,45,17,260,112249,17,0.45580838158414794,0.4476712208747438
1282,5,45,17,280,112249,17,0.4571422446438991,0.4482437722902798
1283,5,45,17,300,112249,17,0.45848719049606446,0.44916208369607113
1284,5,45,17,320,112249,17,0.45982603433549346,0.45035818252331916
1285,5,45,17,340,112249,17,0.4617819791435902,0.45162911538194955
1286,5,45,17,360,112249,17,0.4632755522251626,0.4530028639321712
1287,5,45,18,160,112250,17,0.4605190328251571,0.45113014212343777
1288,5,45,18,180,112250,17,0.45891535169090125,0.448926523415627
1289,5,45,18,200,112250,17,0.4578098543723326,0.4477593603554605
1290,5,45,18,220,112250,17,0.45732024792783477,0.44727989364278037
1291,5,45,18,240,112250,17,0.45781690556222054,0.44729486293744364
1292,5,45,18,260,112250,17,0.45877612814811064,0.44769838360330866
1293,5,45,18,280,112250,17,0.46031320547566656,0.448300732891066
1294,5,45,18,300,112250,17,0.4612237143759052,0.4492021394255082
1295,5,45,18,320,112250,17,0.46257489162492793,0.4503933295603794
1296,5,45,18,340,112250,17,0.4639435950160459,0.45164723335608153
1297,5,45,18,360,112250,17,0.4659119069037861,0.4530383615730477
1298,5,45,19,160,112251,17,0.4587597276905184,0.45103071656988564
1299,5,45,19,180,112251,17,0.4566468229383758,0.4488039831007386
1300,5,45,19,200,112251,17,0.45514868478348436,0.44761414754726847
1301,5,45,19,220,112251,17,0.45529682884647327,0.44714357908271996
1302,5,45,19,240,112251,17,0.45530444799547,0.4471410629334837
1303,5,45,19,260,112251,17,0.45540131973513925,0.44750921347129025
1304,5,45,19,280,112251,17,0.45595974095438924,0.4480866379361209
1305,5,45,19,300,112251,17,0.45716713985454244,0.44898416376579353
1306,5,45,19,320,112251,17,0.4581205359674969,0.45014894802485195
1307,5,45,19,340,112251,17,0.4593337066703014,0.4513925475612449
1308,5,45,19,360,112251,17,0.46082064717081916,0.45276487476934496
1309,5,45,20,160,112252,17,0.46129769023305395,0.4510918479438856
1310,5,45,20,180,112252,17,0.45946060618400364,0.4488701494649907
1311,5,45,20,200,112252,17,0.4582350108545458,0.4476550499933389
1312,5,45,20,220,112252,17,0.4582470781133308,0.44719435151679565
1313,5,45,20,240,112252,17,0.45863668806288693,0.4471914067932486
1314,5,45,20,260,112252,17,0.45933792702759013,0.44756618633151396
1315,5,45,20,280,112252,17,0.46015953057988324,0.44814843660825415
1316,5,45,20,300,112252,17,0.4609606359741883,0.4490235647888958
1317,5,45,20,320,112252,17,0.462353147928578,0.45018842449810703
1318,5,45,20,340,112252,17,0.46384226314615723,0.4514310183376803
1319,5,45,20,360,112252,17,0.46535196323613515,0.45279632242071516
1320,5,50,1,160,112233,13,0.4614663770698338,0.46146638505286003
1321,5,50,1,180,112233,13,0.457791059773456,0.45779106747245724
1322,5,50,1,200,112233,13,0.4559352557962515,0.45593526397925116
1323,5,50,1,220,112233,13,0.4546494552850414,0.4546494624394198
1324,5,50,1,240,112233,13,0.45417604142300333,0.45417604912711657
1325,5,50,1,260,112233,13,0.4540299012149199,0.454029908921377
1326,5,50,1,280,112233,13,0.4541305139559919,0.4541305211849399
1327,5,50,1,300,112233,13,0.4546550531561858,0.4546550603716868
1328,5,50,1,320,112233,13,0.4559718712782252,0.4559718792301821
1329,5,50,1,340,112233,13,0.4565063742622316,0.45650638156211215
1330,5,50,1,360,112233,13,0.45722129451975124,0.45722130213311385
1331,5,50,2,160,112234,13,0.46366564740107274,0.45871924026219574
1332,5,50,2,180,112234,13,0.46034554372914555,0.4550888756891567
1333,5,50,2,200,112234,13,0.45845861652138015,0.4531072986076008
1334,5,50,2,220,112234,13,0.4574525757662065,0.4517513384413513
1335,5,50,2,240,112234,13,0.4567081747851549,0.4509872543539001
1336,5,50,2,260,112234,13,0.4563519243536926,0.45053140409632714
1337,5,50,2,280,112234,13,0.45617548979754075,0.45027054465980043
1338,5,50,2,300,112234,13,0.45631114890902097,0.45050282965000954
1339,5,50,2,320,112234,13,0.45638824764657193,0.4510732014264916
1340,5,50,2,340,112234,13,0.4568980899133964,0.4514761988655664
1341,5,50,2,360,112234,13,0.4580703060774907,0.4522950382760299
1342,5,50,3,160,112235,13,0.46485454052058606,0.45804072215955177
1343,5,50,3,180,112235,13,0.46195213244754674,0.45458194170412025
1344,5,50,3,200,112235,13,0.4604597435998748,0.452662555061924
1345,5,50,3,220,112235,13,0.45962384546639246,0.45134588159693323
1346,5,50,3,240,112235,13,0.4591939410114407,0.4505519701708289
1347,5,50,3,260,112235,13,0.45909633806845457,0.45011086622965724
1348,5,50,3,280,112235,13,0.4590124523921089,0.4497913706046965
1349,5,50,3,300,112235,13,0.4593239230186386,0.449966926809471
1350,5,50,3,320,112235,13,0.4596940258252604,0.45042056402776204
1351,5,50,3,340,112235,13,0.4605088331446019,0.45083314510199496
1352,5,50,3,360,112235,13,0.460990998292533,0.45143468832732825
1353,5,50,4,160,112236,13,0.46374192271314746,0.45747615635169686
1354,5,50,4,180,112236,13,0.4610332341558685,0.4541634178403529
1355,5,50,4,200,112236,13,0.45945359263472724,0.4522529135061501
1356,5,50,4,220,112236,13,0.4580131486238689,0.45085033443345485
1357,5,50,4,240,112236,13,0.456885584549217,0.44988560251283927
1358,5,50,4,260,112236,13,0.45729419170000785,0.44954771526709214
1359,5,50,4,280,112236,13,0.45743492408398667,0.44926704780165716
1360,5,50,4,300,112236,13,0.45802036399072954,0.44949183569166123
1361,5,50,4,320,112236,13,0.45855282997615876,0.44992378359672236
1362,5,50,4,340,112236,13,0.4592713992548897,0.4503261443302745
1363,5,50,4,360,112236,13,0.460415446189746,0.4510017609946702
1364,5,50,5,160,112237,13,0.46294768992965685,0.45705816957290984
1365,5,50,5,180,112237,13,0.4606823573699839,0.45389542189930676
1366,5,50,5,200,112237,13,0.4592886755094287,0.452017620349968
1367,5,50,5,220,112237,13,0.45787145988045924,0.45053063452097186
1368,5,50,5,240,112237,13,0.45706859202970057,0.44954329128434967
1369,5,50,5,260,112237,13,0.45692535862376427,0.44919014843827504
1370,5,50,5,280,112237,13,0.45669495832264445,0.4488732539403531
1371,5,50,5,300,112237,13,0.4571535016059962,0.44905672412863973
1372,5,50,5,320,112237,13,0.45763449761076236,0.44945954074299294
1373,5,50,5,340,112237,13,0.4585998511557514,0.449902834798341
1374,5,50,5,360,112237,13,0.4595134559760007,0.45058243920501734
1375,5,50,6,160,112238,13,0.4645061011727492,0.45690449133840294
1376,5,50,6,180,112238,13,0.46222763040893894,0.45383230180561085
1377,5,50,6,200,112238,13,0.4602176293861729,0.4518805778152019
1378,5,50,6,220,112238,13,0.458867936008173,0.45037040786856153
1379,5,50,6,240,112238,13,0.45776392852122133,0.44934160176956517
1380,5,50,6,260,112238,13,0.45764954016618203,0.44897174965696485
1381,5,50,6,280,112238,13,0.4579638718508909,0.4487293194982608
1382,5,50,6,300,112238,13,0.45801346611312577,0.4488241126449708
1383,5,50,6,320,112238,13,0.4591001457656076,0.4492820948310318
1384,5,50,6,340,112238,13,0.4595299087257172,0.44968408117956316
1385,5,50,6,360,112238,13,0.4608001644298329,0.4504379150650647
1386,5,50,7,160,112239,13,0.4635745955524336,0.4567780162932469
1387,5,50,7,180,112239,13,0.4606289013503524,0.4536839160708963
1388,5,50,7,200,112239,13,0.45856622181848955,0.45167186597135245
1389,5,50,7,220,112239,13,0.45725861968734205,0.45015502824664894
1390,5,50,7,240,112239,13,0.45668892131626465,0.44914788959060925
1391,5,50,7,260,112239,13,0.45660532215447,0.44876543719777295
1392,5,50,7,280,112239,13,0.45695756082417555,0.44856738642689775
1393,5,50,7,300,112239,13,0.45751351631732917,0.4487065389532565
1394,5,50,7,320,112239,13,0.45772264475493774,0.4490942560810276
1395,5,50,7,340,112239,13,0.45823610004145054,0.44947016146458824
1396,5,50,7,360,112239,13,0.45895935838869545,0.4501702644808517
1397,5,50,8,160,112240,13,0.46143839685439647,0.45633973363836805
1398,5,50,8,180,112240,13,0.4585476292694064,0.45321526208433616
1399,5,50,8,200,112240,13,0.4565905078256152,0.4511821797766916
1400,5,50,8,220,112240,13,0.4553971219641372,0.4496542234631825
1401,5,50,8,240,112240,13,0.45449615999034704,0.4486370944305113
1402,5,50,8,260,112240,13,0.45433684691070986,0.44823614415690183
1403,5,50,8,280,112240,13,0.45406517070291774,0.44797562859109913
1404,5,50,8,300,112240,13,0.4543586866497931,0.448100917331898
1405,5,50,8,320,112240,13,0.45504768313424765,0.44849349073055
1406,5,50,8,340,112240,13,0.4560727338440343,0.4489099375671723
1407,5,50,8,360,112240,13,0.4569113036448929,0.449614882022841
1408,5,50,9,160,112241,13,0.46529744009399715,0.4565040720304179
1409,5,50,9,180,112241,13,0.46247341926966495,0.4533935225003584
1410,5,50,9,200,112241,13,0.4601791089472129,0.4512906116875855
1411,5,50,9,220,112241,13,0.4590932142044402,0.4497651214314311
1412,5,50,9,240,112241,13,0.4583177092520703,0.44875479948257463
1413,5,50,9,260,112241,13,0.45786013192628544,0.4483196759685157
1414,5,50,9,280,112241,13,0.4579839948870088,0.44807195510282183
1415,5,50,9,300,112241,13,0.4582940284698499,0.44817848087319284
1416,5,50,9,320,112241,13,0.45907454909605105,0.4485898178344799
1417,5,50,9,340,112241,13,0.46011124484178517,0.44903830028193154
1418,5,50,9,360,112241,13,0.4614429947417402,0.4497833987590103
1419,5,50,10,160,112242,13,0.4622836264560988,0.4563107204498829
1420,5,50,10,180,112242,13,0.4591899838195479,0.4531631975088983
1421,5,50,10,200,112242,13,0.4572458352706253,0.45105139917094056
1422,5,50,10,220,112242,13,0.4557323325821479,0.44950801399250434
1423,5,50,10,240,112242,13,0.45469608752151924,0.4484648936125582
1424,5,50,10,260,112242,13,0.45414336631330965,0.44798793193651515
1425,5,50,10,280,112242,13,0.45428421247059414,0.44774734985925496
