,epochs,nModels,seed,train,valid,valid_avg
387,76,7,3825,0.210386904312714,0.4793174788343648,0.42672776111723454
388,78,7,3825,0.20748259189034332,0.4798237180489659,0.4274169212110059
389,80,7,3825,0.2057310629859411,0.4826738803863719,0.4274753114908304
390,82,7,3825,0.20270477890820085,0.4812218718824749,0.4274574547748641
391,84,7,3825,0.1993468004648181,0.4819670812884737,0.4268772211409457
392,86,7,3825,0.1958988642065977,0.4817683070984918,0.4278482532217856
393,88,7,3825,0.1946358110690522,0.4846396613333685,0.4263238417327821
394,90,7,3825,0.1927167666090188,0.4842677589809044,0.4271407417058185
395,92,7,3825,0.18955640026028986,0.4863162826294896,0.42718935548332093
396,94,7,3825,0.1848852230626188,0.4796373627058135,0.4264499801321429
397,96,7,3825,0.18410415927321155,0.4862551912399949,0.4287805816490411
398,98,7,3825,0.1809536555678946,0.485678317798668,0.4283095084795233
399,100,7,3825,0.17769531795131902,0.4861650201354351,0.4274544904690055
400,102,7,3825,0.17520483741157614,0.48931144018131,0.42891177881511056
401,104,7,3825,0.17302477082964954,0.4914301868954484,0.4292310576383975
402,106,7,3825,0.16898542630134614,0.4934076476263343,0.428264481478844
403,108,7,3825,0.17008265362999492,0.4966605754985206,0.4290828681352621
404,110,7,3825,0.1660234041191266,0.4922616132358551,0.4277497233382045
405,112,7,3825,0.16300015442138271,0.4935642882528774,0.42939380801357213
406,114,7,3825,0.16174446106326698,0.4991127275080573,0.4296178972077727
407,116,7,3825,0.15961674261073566,0.4956251580219293,0.4295919888010199
408,118,7,3825,0.1584489098062997,0.5031424577050385,0.4297135657023399
409,120,7,3825,0.1555170900462014,0.4982149075660547,0.4287013541272709
410,122,7,3825,0.1536278378963551,0.5055048037484209,0.43160381990186175
411,124,7,3825,0.1530402202494083,0.4987644995707205,0.4289563146981311
412,126,7,3825,0.15028608996189946,0.5035907034191361,0.4297137324711151
413,128,7,3825,0.14620366019909262,0.508394897532704,0.43058089843312347
414,130,7,3825,0.14510839986103444,0.5051715031417079,0.42993731784043104
415,132,7,3825,0.1429712847714333,0.5020713560429351,0.4307216182896754
416,134,7,3825,0.14108912757809644,0.5042583614374155,0.4308479268555951
417,136,7,3825,0.1393869845786256,0.5123964068920348,0.4311526240219259
418,138,7,3825,0.13735182549901653,0.5101462392212269,0.4321900009385558
419,140,7,3825,0.136102618363613,0.5134513576511911,0.43212527788187705
420,22,8,3826,0.3177122502041109,0.470233646802195,0.4400202931647084
421,24,8,3826,0.31299960682895506,0.4711108508873879,0.43826594759623255
422,26,8,3826,0.3062508609161756,0.4715797475420764,0.4373171405067073
423,28,8,3826,0.30348048040048065,0.4725972917925795,0.436951975128476
424,30,8,3826,0.29782554223856217,0.4730357098403077,0.43583571863246623
425,32,8,3826,0.29506827363493165,0.4737310687171083,0.4351818644773509
426,34,8,3826,0.2870388008814381,0.4717579854539676,0.43444399405397743
427,36,8,3826,0.2840340401188489,0.4735607720390271,0.4338865988986321
428,38,8,3826,0.2757796702574194,0.4699574984661948,0.4326923965488767
429,40,8,3826,0.27476048241591444,0.4753529024551668,0.433128230443034
430,42,8,3826,0.26930214262845603,0.4727363187445492,0.4322400852132805
431,44,8,3826,0.2646014504278861,0.4749626893631637,0.43136167447497786
432,46,8,3826,0.2612664456585133,0.4770678083602981,0.4309068026057591
433,48,8,3826,0.2565695274937083,0.4767534828532254,0.4304708632708077
434,50,8,3826,0.25302803495955023,0.4755414019354397,0.4300809906786102
435,52,8,3826,0.24611164279844325,0.4740442093337797,0.4297778735879276
436,54,8,3826,0.2475320428670475,0.4819573654345668,0.4299892600192301
437,56,8,3826,0.24270741261909945,0.4758124418182595,0.4301406283640741
438,58,8,3826,0.2401539646618716,0.4824782869543394,0.4298275042159727
439,60,8,3826,0.2350820679094561,0.4795195719863598,0.428904872050854
440,62,8,3826,0.2317634023252346,0.4796344202143406,0.4285685358198881
441,64,8,3826,0.2284659720236844,0.48211058728559003,0.4283127942591191
442,66,8,3826,0.2257387174361748,0.4851608231984909,0.4288524219574001
443,68,8,3826,0.2170066444351266,0.4772392952044488,0.4282718277597207
444,70,8,3826,0.2185880561315614,0.4832980059564708,0.4284912596531766
445,72,8,3826,0.21441724513798455,0.4838969659330332,0.42794879556196896
446,74,8,3826,0.21128605016068885,0.486524893006341,0.4282564646216616
447,76,8,3826,0.20726396949059356,0.4857300655702303,0.42635240534347857
448,78,8,3826,0.2044904037744897,0.4849994645367613,0.4271523400993386
449,80,8,3826,0.2023726865443526,0.4878807287072549,0.4271666183024891
450,82,8,3826,0.1980206909917457,0.488592289660771,0.4267539912902452
451,84,8,3826,0.19488704203017168,0.4879650674347553,0.4257575635307009
452,86,8,3826,0.19512276536790946,0.4870536482949028,0.42719116530415696
453,88,8,3826,0.18999840960948647,0.4900842374097336,0.4255696743828272
454,90,8,3826,0.18908153262964825,0.4932292577846389,0.4265943634970882
455,92,8,3826,0.18538739954382716,0.4951967403920113,0.4268602962257769
456,94,8,3826,0.18176936589241224,0.4941766245879057,0.4258524866447937
457,96,8,3826,0.1792528688973481,0.4937542469935584,0.42788180484388666
458,98,8,3826,0.17859691772991718,0.4995908130620828,0.42795816936209213
459,100,8,3826,0.17607299955060635,0.5045541734156457,0.4272559552259427
460,102,8,3826,0.17543648318559674,0.5060712974989092,0.4285952485721223
461,104,8,3826,0.16923692323110004,0.5004120014805152,0.4286652143257476
462,106,8,3826,0.17281408957897434,0.5061430448676904,0.42784732904535294
463,108,8,3826,0.16755803780082487,0.5044434123986025,0.42877727814863303
464,110,8,3826,0.16519028805619052,0.5030286784524969,0.4272426845813969
465,112,8,3826,0.16060111406450955,0.5027765722737245,0.4282978942751123
466,114,8,3826,0.1576573846531775,0.5054678064895056,0.42862513126858215
467,116,8,3826,0.15947229033013738,0.5110749154086899,0.4290142519399317
468,118,8,3826,0.15438936970309836,0.5072716583354849,0.4291092953334663
469,120,8,3826,0.1488858290778251,0.503001967988931,0.4276107346644089
470,122,8,3826,0.1499044309557041,0.5075159569785108,0.4303895571928621
471,124,8,3826,0.14706274257182594,0.5058336206695672,0.42786517791608425
472,126,8,3826,0.14557893878004238,0.5138166577990734,0.4291957042682437
473,128,8,3826,0.14417400763749225,0.5105508526212535,0.4295408983764573
474,130,8,3826,0.1444993060101439,0.5164584561218959,0.429203492520497
475,132,8,3826,0.14160539549611936,0.5174368626275446,0.4299080133572833
476,134,8,3826,0.13891424446815984,0.5151525800926471,0.4299329449298307
477,136,8,3826,0.13609237937889412,0.5142917776051913,0.43018609080643655
478,138,8,3826,0.13552962204209149,0.5134982438523119,0.43058010498546295
479,140,8,3826,0.1329667347357253,0.51913647525811,0.4310806513482789
480,22,9,3827,0.3162707110881409,0.4700851988259205,0.4398080998935325
481,24,9,3827,0.3103134696395537,0.4689921563490722,0.4380367249198133
482,26,9,3827,0.3051587496858375,0.4724648253228885,0.4372486776688624
483,28,9,3827,0.29976843072730275,0.4674921574709784,0.4366010507716628
484,30,9,3827,0.2951290913855951,0.4707052663823704,0.4357524952033373
485,32,9,3827,0.28985565373624755,0.4700778682555711,0.4349835263687025
486,34,9,3827,0.2848437409257828,0.4704132302861185,0.4341325046174458
487,36,9,3827,0.28383043423892385,0.4720634013704503,0.4336827084599635
488,38,9,3827,0.2738027815719853,0.4723599744022485,0.4322992826023085
489,40,9,3827,0.2709062283591302,0.4716780134074892,0.4328424247844432
490,42,9,3827,0.2661538628033767,0.4707840973058513,0.4319093229041829
491,44,9,3827,0.2632604106904336,0.4744818825646637,0.4312330976216457
492,46,9,3827,0.25753302359568986,0.4753959628306746,0.4308260518284551
493,48,9,3827,0.2555567381085336,0.475490131485701,0.4303104223967919
494,50,9,3827,0.2486351684813553,0.4755808648210912,0.4299160216767635
495,52,9,3827,0.2419708619033393,0.4734122441757,0.42943666099684624
496,54,9,3827,0.24248013625806075,0.4785498023927285,0.4297741196115899
497,56,9,3827,0.2405861575449625,0.4820542320985605,0.4300983495836577
498,58,9,3827,0.23349194198549994,0.4801119848338917,0.4295228294212823
499,60,9,3827,0.2305060290578797,0.4816434896258594,0.4286846904000353
500,62,9,3827,0.2278836425694733,0.4809180018630829,0.4283495664089038
501,64,9,3827,0.2253916766271865,0.4857730035695136,0.4282975841363004
502,66,9,3827,0.21762543378336574,0.4793104397517973,0.4281708420201208
503,68,9,3827,0.21678794041210306,0.4824463419266962,0.4278533234673133
504,70,9,3827,0.21772484701277686,0.4906611943949898,0.4284503814182761
505,72,9,3827,0.20875435274406767,0.4843711873371074,0.4273921040971464
506,74,9,3827,0.20927792005707,0.489027597490229,0.4280102671235492
507,76,9,3827,0.2032934396145621,0.4855554389854447,0.4258705253041463
508,78,9,3827,0.19978531639131936,0.4855368008714971,0.42651852066572055
509,80,9,3827,0.19832964130601186,0.4861204044461078,0.4266600058560028
510,82,9,3827,0.19498578747675088,0.4906907731126833,0.4265004095842649
511,84,9,3827,0.18979281014669613,0.4886248298553061,0.4252724081154789
512,86,9,3827,0.18902800159801314,0.4912493721649311,0.4267360638506914
513,88,9,3827,0.18886894398558973,0.4931993913305151,0.425338758793196
514,90,9,3827,0.1829458917318437,0.4909217683492685,0.42602536359361376
515,92,9,3827,0.17844847012320308,0.4925910910811516,0.4261046329377117
516,94,9,3827,0.17711224943744971,0.4941207687419595,0.4251445732948184
517,96,9,3827,0.17215892115098136,0.4907778167716884,0.4270399916648333
518,98,9,3827,0.17538468213203084,0.49793303328580796,0.4274764311067669
519,100,9,3827,0.17074258609739987,0.4982139954104314,0.4266147135225932
520,102,9,3827,0.16589807120153174,0.4955833426229619,0.4278023273327063
521,104,9,3827,0.16259000730511006,0.4975877746393009,0.42794064321214015
522,106,9,3827,0.16095032445189708,0.4999547338322834,0.42738281256976657
523,108,9,3827,0.1588207620737468,0.5013816878411544,0.4280749254371372
524,110,9,3827,0.15648839898605507,0.5034573650174403,0.4265787784831317
525,112,9,3827,0.15515639531784714,0.5064269161607364,0.4276870722492989
526,114,9,3827,0.15027394626524013,0.5030287368168594,0.4276685379529435
527,116,9,3827,0.14805601771843555,0.5064603642646213,0.42829619745749853
528,118,9,3827,0.1485023956449155,0.5065977241022843,0.4284239334702599
529,120,9,3827,0.14361553740978888,0.5104998660509337,0.4269505662033272
530,122,9,3827,0.14343306124379335,0.5126947828936028,0.4295785791387878
531,124,9,3827,0.1385399762896718,0.5111960408816696,0.4269900352179376
532,126,9,3827,0.14033613663436775,0.5198736968698521,0.4290270304500408
533,128,9,3827,0.1378823544830243,0.5121297430651047,0.4287597746330075
534,130,9,3827,0.13762252406668185,0.5139520095360929,0.4283731193700944
535,132,9,3827,0.13666090553810906,0.5188134365292753,0.4292929592560004
536,134,9,3827,0.13089702789555574,0.5151171539579009,0.4286144923076746
537,136,9,3827,0.13278428382212076,0.5180515510175593,0.4293247814689944
538,138,9,3827,0.12957269684428685,0.5189674694460016,0.4295182083403037
539,140,9,3827,0.12722178189426614,0.5191392415875958,0.4301533800578671
540,22,10,3828,0.32672199975450805,0.4748339557811538,0.4400467615380089
541,24,10,3828,0.32071130075459725,0.4757169877596887,0.43840473103447625
542,26,10,3828,0.3152042306435537,0.4750291024451752,0.4376003591321481
543,28,10,3828,0.3105652926718983,0.4748608658476112,0.4369196384708061
544,30,10,3828,0.30447714151710986,0.4765453473663857,0.4361043481573004
545,32,10,3828,0.2986764171795362,0.472652786737753,0.435140747698026
546,34,10,3828,0.2923563433223013,0.4712868010228855,0.4340848931626911
547,36,10,3828,0.2906828439085544,0.4760584590942809,0.4339647676143361
548,38,10,3828,0.2839006071366333,0.4761243919223697,0.4325988077534188
549,40,10,3828,0.2797012216791884,0.4756605948714286,0.4329950045215232
550,42,10,3828,0.2775775375825917,0.4769310123650014,0.43213564048864095
551,44,10,3828,0.2715201418741912,0.475420319819785,0.4312357087463519
552,46,10,3828,0.2686330208587056,0.4744362501792884,0.4307266824628994
553,48,10,3828,0.2639206400470845,0.4746913152138245,0.43028682809377616
554,50,10,3828,0.2609047088930449,0.4767836198029084,0.4299738438542704
555,52,10,3828,0.2569668806959723,0.4804182714203286,0.4298551279116874
556,54,10,3828,0.2510701726397868,0.4802347905759034,0.42998870375787535
557,56,10,3828,0.2470323827106413,0.48272824804238795,0.4302633937948634
558,58,10,3828,0.2461421646035923,0.4840756031621905,0.429825388120327
559,60,10,3828,0.23907638424926875,0.4810315256914746,0.4287341550437663
560,62,10,3828,0.2382270699043599,0.4859698011766903,0.42885879316962017
561,64,10,3828,0.2350948022212884,0.4873866609629726,0.428673673337008
562,66,10,3828,0.22985103844992485,0.489840979576805,0.4286720497804269
563,68,10,3828,0.2274562284022628,0.4889570996857622,0.4281524409917093
564,70,10,3828,0.2240818788325516,0.4854504856026354,0.4284100449993725
565,72,10,3828,0.21962504341156505,0.4838261822998241,0.4273063376323824
566,74,10,3828,0.2161200271983956,0.4857935584693064,0.4278785973382194
567,76,10,3828,0.21493473770308613,0.4906259693550795,0.4261972552106884
568,78,10,3828,0.20943798228910024,0.4875111822712578,0.4266777917616672
569,80,10,3828,0.206298131214404,0.490911045845859,0.4268535364817839
570,82,10,3828,0.20476340365966506,0.4922427526835619,0.42675828064872795
571,84,10,3828,0.20358657269046784,0.4938127726079604,0.42572271323677696
572,86,10,3828,0.19591327505196027,0.4932298924774425,0.4267897590551267
573,88,10,3828,0.1939600315511936,0.4943195144661192,0.4254009996201775
574,90,10,3828,0.19099773804725748,0.4935949798431333,0.4258129679441242
575,92,10,3828,0.18775074904570294,0.4916988918876951,0.4260806766182477
576,94,10,3828,0.18625054418979345,0.4968766078416854,0.4253978709710526
577,96,10,3828,0.18496990764366306,0.4992610918174114,0.42722590875481453
578,98,10,3828,0.17927683464252508,0.4958367189206019,0.4273472670296531
579,100,10,3828,0.17914682110812413,0.4978227757540322,0.426580628710492
580,102,10,3828,0.17579778772804294,0.4959745205141904,0.4273788598227961
581,104,10,3828,0.17309366956337446,0.5014206592635523,0.4278710028986362
582,106,10,3828,0.16884634563027628,0.4981199971610554,0.4269135251693331
583,108,10,3828,0.16483112581839876,0.4987387426951585,0.42782778783034575
584,110,10,3828,0.16638692309918232,0.5076558656400779,0.426665265858546
585,112,10,3828,0.16426737889697599,0.5090304576525362,0.4278940969896271
586,114,10,3828,0.16234214065950478,0.504458075627051,0.4276935692689128
587,116,10,3828,0.15862489436598942,0.5070504585404919,0.42831470395732096
588,118,10,3828,0.15765401607910615,0.5094220892145652,0.42848630372435503
589,120,10,3828,0.15721666887907915,0.5162709718561718,0.4273555336447328
590,122,10,3828,0.1527105852393903,0.507541253517541,0.4291338019331236
591,124,10,3828,0.1510511037815972,0.5148368198767312,0.427278270133733
592,126,10,3828,0.15046201829902675,0.5159501965075488,0.4292533239087656
593,128,10,3828,0.14711552410066808,0.5185018235506801,0.4289254523240855
594,130,10,3828,0.14494928983406913,0.5090383325597694,0.42787159551997
595,132,10,3828,0.14029402343332312,0.5114803320784015,0.42894472055835015
596,134,10,3828,0.14089554886051184,0.5136799626588693,0.4282704511677717
597,136,10,3828,0.13858921786376965,0.5163149332699177,0.4293893014618387
598,138,10,3828,0.13664871701949444,0.5199836225887621,0.4294789457582464
599,140,10,3828,0.13565697582666345,0.5175901688807568,0.42981962336964974
600,22,11,3829,0.3095822443049702,0.4571121039550666,0.4387716394730551
601,24,11,3829,0.30271237099480786,0.4574302459916401,0.43732092848806026
602,26,11,3829,0.29774014476562305,0.4580935347961432,0.4364583345694675
603,28,11,3829,0.2949469636300832,0.4622262869169974,0.4360374296586089
604,30,11,3829,0.28721893912296426,0.4585994886976455,0.4349594419443091
605,32,11,3829,0.2815480066179245,0.4605414073051488,0.4343098425068965
606,34,11,3829,0.2783411655566227,0.4616610457062449,0.43338378646582704
607,36,11,3829,0.27235932536174,0.4609846181385647,0.43310561675094666
608,38,11,3829,0.2674373082059006,0.4607400606571562,0.4317094834718173
609,40,11,3829,0.2645127882754653,0.4610970425735371,0.4321018717302808
610,42,11,3829,0.2602980302734711,0.4616174217581744,0.43134904205678415
611,44,11,3829,0.25725906789470765,0.4610487995518166,0.4302463627132339
612,46,11,3829,0.2527397921531723,0.4627191177222368,0.4298146282599928
613,48,11,3829,0.2473399513739057,0.4631604304314486,0.42950062213071993
614,50,11,3829,0.2459429565790484,0.4653633248535304,0.429221948559588
615,52,11,3829,0.2399686498284303,0.4668679617253968,0.4290503267991486
616,54,11,3829,0.23803750613189095,0.4661013771821998,0.4288646365314267
617,56,11,3829,0.2321815297160893,0.4644883404251819,0.42902562269513855
618,58,11,3829,0.2303230463645143,0.4695003748778994,0.4287345936609999
619,60,11,3829,0.2244856898254045,0.4691345920148296,0.4276618669707849
620,62,11,3829,0.22221546235192416,0.4687771468505829,0.4279560298449792
621,64,11,3829,0.2187273998361631,0.4695993384666358,0.4276114501019383
622,66,11,3829,0.2158465984916512,0.4699131067233645,0.4275247307858388
623,68,11,3829,0.21235431670427365,0.4716273254367554,0.4270994336392942
624,70,11,3829,0.2084431579483562,0.4711291999786512,0.4272745955149843
625,72,11,3829,0.20531097713755375,0.4739737726630652,0.42644781343855015
626,74,11,3829,0.2009051879234729,0.4743704732712294,0.42681489461207794
627,76,11,3829,0.1969787530498337,0.4746667641600902,0.4253402223232556
628,78,11,3829,0.1960329149722103,0.4781652577719932,0.4261400248921991
629,80,11,3829,0.19193431554706308,0.4760647593954079,0.4259291240197949
630,82,11,3829,0.19065713828903355,0.4768594517491275,0.4257281404691476
631,84,11,3829,0.18739036585203975,0.4791217593707518,0.4250446416656004
632,86,11,3829,0.1830839770932052,0.4797172249602552,0.4257428439602094
633,88,11,3829,0.18239220877860035,0.4824948629210733,0.4248901710174823
634,90,11,3829,0.1800203949740826,0.4805729441149404,0.4250782350107635
635,92,11,3829,0.17644938379059802,0.4795728648885798,0.42518594093864737
636,94,11,3829,0.17106460022894418,0.4801394605540391,0.42426927575811374
637,96,11,3829,0.17027275974526293,0.4876043832335264,0.4267544398012996
638,98,11,3829,0.1659942615911001,0.4861230277995855,0.4264774386826593
639,100,11,3829,0.16425066246607206,0.4808846001128851,0.4253063707852017
640,102,11,3829,0.16281281815180668,0.4826846292646382,0.4259729661408988
641,104,11,3829,0.1588353007413613,0.4879021421206826,0.4268198117227976
642,106,11,3829,0.1578800137447564,0.4861449693274885,0.4259886427768312
643,108,11,3829,0.15657083634176835,0.4878571656712939,0.4268811685545625
644,110,11,3829,0.1537198459147059,0.4893967684618295,0.42573813089140655
645,112,11,3829,0.15044548607806393,0.489183233363152,0.4266516949291903
646,114,11,3829,0.14747802059917572,0.4875932113227487,0.4265064453255075
647,116,11,3829,0.14524789330384916,0.488143052165949,0.4268634726683406
648,118,11,3829,0.1450102943904089,0.4925523874389087,0.4274336598114972
649,120,11,3829,0.14122513568053602,0.4920183146591294,0.42595342794214097
650,122,11,3829,0.13870341879288595,0.4921513465219814,0.4275438452284599
651,124,11,3829,0.1374179984785463,0.4965723307841454,0.4262773409298873
652,126,11,3829,0.13523599628580366,0.5016655088144322,0.4283482493740969
653,128,11,3829,0.13438276687158698,0.502159158082445,0.4279178323068287
654,130,11,3829,0.1301748644918373,0.5063737361138735,0.42717956228751697
655,132,11,3829,0.13051428886863478,0.5048780539467004,0.4278610576242437
656,134,11,3829,0.12862225299641727,0.4995385289248754,0.4268585690918417
657,136,11,3829,0.1267220492773373,0.5041814886807926,0.4279994557556768
658,138,11,3829,0.1245860373997342,0.5052953196732759,0.4284238719794656
659,140,11,3829,0.12172444770281565,0.5055465100061435,0.4286809367012959
660,22,12,3830,0.3276820854650332,0.4704310183089964,0.4386758085283246
661,24,12,3830,0.3201671809361235,0.4705103826265328,0.4372816471280195
662,26,12,3830,0.31749513293910503,0.4719389118642936,0.4365368961630481
663,28,12,3830,0.31160505305359515,0.4716646737748164,0.4360200050782703
664,30,12,3830,0.30562585169430234,0.4714113198694284,0.4348862099728015
665,32,12,3830,0.3004776965291126,0.4718641463902527,0.4341946336740845
666,34,12,3830,0.2961209381096877,0.4736356314483973,0.4334037465470379
667,36,12,3830,0.29224451542938107,0.4729954215832067,0.432988626532315
668,38,12,3830,0.2859544119596741,0.4715042500969092,0.4315807434410568
669,40,12,3830,0.2819492258955071,0.4727509415772362,0.4319315401955533
670,42,12,3830,0.27917639435358993,0.4727868142445452,0.4310962707104284
671,44,12,3830,0.27494057097134805,0.475445740946493,0.4302118885403608
672,46,12,3830,0.2716902307832583,0.4745585569916964,0.4298297916194324
673,48,12,3830,0.26878011414536546,0.4757294918013523,0.4294767089116567
674,50,12,3830,0.262666987993921,0.4744667029285427,0.4290148839251105
675,52,12,3830,0.2609860240960096,0.4756551488443462,0.4288586109884667
676,54,12,3830,0.25673523444136315,0.4748656604681146,0.4286330709782316
677,56,12,3830,0.2496747170455221,0.473186910140861,0.4284953374993945
678,58,12,3830,0.2501452861182877,0.4773408301017513,0.4284461035229198
679,60,12,3830,0.24406322799104604,0.4761408439418522,0.4272846554713957
680,62,12,3830,0.2427798618558409,0.4812642824680459,0.4277283500978391
681,64,12,3830,0.2382572330390073,0.4786514321195903,0.4272423172197116
682,66,12,3830,0.2357866475805448,0.4783625337832285,0.4270055928147708
683,68,12,3830,0.2346009917424327,0.4845720288820588,0.42691342814287786
684,70,12,3830,0.22762390900031265,0.4793748823355967,0.4267063137074961
685,72,12,3830,0.2255026822040059,0.4823449871062844,0.4261927322708231
686,74,12,3830,0.22138538859402104,0.4813376307293262,0.42628414476317705
687,76,12,3830,0.21872358858303767,0.4840331416135486,0.4249479106484565
688,78,12,3830,0.2158692375361074,0.4869705293426953,0.42598778676820187
689,80,12,3830,0.215135018326887,0.4924502634081613,0.4259189978275658
690,82,12,3830,0.21044138262478748,0.4881642525656384,0.4255430574503389
691,84,12,3830,0.2070644788457187,0.486806910547117,0.4248277159753707
692,86,12,3830,0.2036042700843398,0.4870312295691781,0.425278653633048
693,88,12,3830,0.20159231480271475,0.4900774920096687,0.42456950322838427
694,90,12,3830,0.20051387926469047,0.4906557090830942,0.4247118239545074
695,92,12,3830,0.197348449253768,0.4930164821122739,0.4249251381977329
696,94,12,3830,0.19389700697828144,0.4924909228479264,0.4238992272342598
697,96,12,3830,0.18702109958389815,0.4921011018396703,0.4261167752455922
698,98,12,3830,0.18944359306614567,0.5013616020996888,0.4263750232108185
699,100,12,3830,0.1880173946418123,0.49973582741347106,0.42513059729744745
700,102,12,3830,0.1828863751393108,0.4939799961828791,0.4257431467257635
701,104,12,3830,0.17945436231449693,0.4949069161527978,0.4262031989573617
702,106,12,3830,0.17730937049116846,0.4973236557602973,0.42541554481701416
703,108,12,3830,0.17843972876042652,0.4972645750827942,0.4261197401766197
704,110,12,3830,0.1753950446730601,0.5005513996585277,0.4251733007012829
705,112,12,3830,0.16848984509185674,0.4925178525762627,0.4255858759327314
706,114,12,3830,0.1684229797205466,0.4994961681076384,0.4258904014562109
707,116,12,3830,0.16966724641225298,0.5049125029248013,0.4265324065777452
708,118,12,3830,0.1651695517123822,0.4976878096722333,0.4262862416484532
709,120,12,3830,0.16142940452080942,0.5024608971748282,0.4254782836805798
710,122,12,3830,0.1632229094920212,0.5067418619406923,0.4270251784532453
711,124,12,3830,0.1559321321816681,0.5037794975601065,0.4254981908907916
712,126,12,3830,0.15440333889319516,0.5052875112986949,0.4276022579384263
713,128,12,3830,0.15148536203092486,0.5048795772913326,0.4269280900552083
714,130,12,3830,0.15239532165658434,0.508367725913954,0.4262582251956931
715,132,12,3830,0.14762238674390035,0.5039263086685384,0.4268038124488856
716,134,12,3830,0.14761566397258424,0.5072638361417849,0.4260175211608907
717,136,12,3830,0.1450867641257523,0.5067770178738897,0.4269693865130125
718,138,12,3830,0.14493056786458494,0.5113147520421734,0.4273500154141776
719,140,12,3830,0.14318314606100496,0.5107618995894949,0.4273902469399618
720,22,13,3831,0.3200187754694276,0.4638936316245485,0.4381391282446155
721,24,13,3831,0.31413193380705257,0.4637899014621788,0.4368262871343165
722,26,13,3831,0.30863655426468306,0.4633076828287118,0.43592000104687306
723,28,13,3831,0.3047682725326996,0.4644380248258612,0.43548038097542746
724,30,13,3831,0.2978997371265678,0.461174414157107,0.4341366980095102
725,32,13,3831,0.29353439965031114,0.4640286234710752,0.4335250225736363
726,34,13,3831,0.2903798101969116,0.4639921135328344,0.4327799507865507
727,36,13,3831,0.2830833696582565,0.4622259247667845,0.43219651483411664
728,38,13,3831,0.2807830241348954,0.4632014690993081,0.43082534745649387
729,40,13,3831,0.2760718001027793,0.4647209344111491,0.4311959537335863
730,42,13,3831,0.27322645829008946,0.4668636312764665,0.4304488501436579
731,44,13,3831,0.2668140373565684,0.4676487704147755,0.4296699281351032
732,46,13,3831,0.2623648551465861,0.4646118547073096,0.4290482785084542
733,48,13,3831,0.2580722229563822,0.4643443850797794,0.4287576001579422
734,50,13,3831,0.25493126446255165,0.4665231034480065,0.4283412579160728
735,52,13,3831,0.2509939242108752,0.4656252965829325,0.4280988365611324
736,54,13,3831,0.24623544404681166,0.4666710396851778,0.4278823936782469
737,56,13,3831,0.2442499992361839,0.4674711947678986,0.4275856363500565
738,58,13,3831,0.23938300030897405,0.4666476245500726,0.4274823340089832
739,60,13,3831,0.2357532068148617,0.4648122133472408,0.4262348266968554
740,62,13,3831,0.23236909054638105,0.4681395901668556,0.4267631928492093
741,64,13,3831,0.2292255013398269,0.4679859912363156,0.42624270406668
742,66,13,3831,0.2253785840366719,0.4696815336994146,0.4260259300380491
743,68,13,3831,0.22226408635903916,0.4703183378445076,0.42610666020361626
744,70,13,3831,0.21673686655745747,0.4701298083737857,0.4256526537670727
745,72,13,3831,0.21447140182138305,0.4710739398425845,0.4252497224672063
746,74,13,3831,0.211256993496286,0.4735226980109656,0.4254189434167781
747,76,13,3831,0.21171877910529766,0.4727176709231949,0.4242367672686011
748,78,13,3831,0.20478303789288324,0.4752516721858414,0.4250796227476388
749,80,13,3831,0.20254844767124,0.4743559154283631,0.4251530781290856
750,82,13,3831,0.1998202109143376,0.4747649393367976,0.4246519269796326
751,84,13,3831,0.1983195418762756,0.4770384176928478,0.4239275092448813
752,86,13,3831,0.19434230799638225,0.4780510261885479,0.4245387047390191
753,88,13,3831,0.19230174774005016,0.4811085433515728,0.4238192086282301
754,90,13,3831,0.18782275011743554,0.4814230444259591,0.42401034072501703
755,92,13,3831,0.18580316974684052,0.4831214331111178,0.4242291996525829
756,94,13,3831,0.18415897271643314,0.4838871561040534,0.4231778858389125
757,96,13,3831,0.1803419917185993,0.4834358411545845,0.4252388603304553
758,98,13,3831,0.17646986766904404,0.4838900780337365,0.4253622290625533
759,100,13,3831,0.1773383607821935,0.4837049100040381,0.4242432316288577
760,102,13,3831,0.17147130732349114,0.48721716917007396,0.42461775428179305
761,104,13,3831,0.16943366935154094,0.486393893424325,0.4253536029759135
762,106,13,3831,0.1678356804819658,0.4861850449346333,0.42444798288926383
763,108,13,3831,0.164498695108507,0.4846521207941118,0.4250623994346777
764,110,13,3831,0.1618959026337762,0.4908324885170219,0.4243465316827414
765,112,13,3831,0.16014328625926968,0.4894510650215295,0.4244654506821936
766,114,13,3831,0.15767162891214356,0.4931570502602629,0.4250546383407308
767,116,13,3831,0.1558742899372796,0.4873171433903934,0.4251971947394833
768,118,13,3831,0.15342237759670516,0.4926224465646211,0.4253007382780984
769,120,13,3831,0.15323877058748464,0.4955078717921881,0.4244393118760159
770,122,13,3831,0.1495240116547314,0.4950218161090615,0.4260015348850314
771,124,13,3831,0.14682835998972518,0.4922131418971756,0.4244787886348439
772,126,13,3831,0.14654854858384034,0.4936234099288739,0.42639082658995175
773,128,13,3831,0.14262785157398605,0.4953415638743442,0.4258702804039621
774,130,13,3831,0.1407077365252045,0.4926110737528817,0.4250358338243652
775,132,13,3831,0.13948639151571304,0.4977563633397873,0.4257661024356758
